#{"t_start": 1672151397.2357304, "env_id": null}
r,l,t
-5,1,187.737981
63,10,187.748908
-2,4,187.751835
-6,1,187.752604
-5,1,187.753369
90,33,187.792127
126,20,187.813973
-5,2,187.815475
-3,1,187.816253
-3,1,187.817018
4,12,187.829501
7,9,187.839774
-8,8,187.849428
5,13,187.862526
-4,2,187.864146
-6,1,187.868693
-33,4,187.871649
79,25,187.897351
-17,12,187.913662
-3,1,187.914457
4,9,187.924767
7,10,187.93583
-26,5,187.939459
5,11,187.951462
-3,6,187.960616
-8,2,187.962137
-6,6,187.970371
-39,16,187.985744
-3,4,187.992731
80,18,188.009595
-33,2,188.015104
3,7,188.025392
-25,12,188.042484
-11,21,188.065411
5,5,188.069101
67,9,188.079435
1,33,188.114767
4,11,188.126604
3,9,188.137166
-6,1,188.137959
-4,5,188.14537
-5,2,188.146857
0,4,188.153595
20,18,188.170245
42,10,188.181261
-31,4,188.188044
-1,10,188.198996
-5,4,188.201953
-61,1,188.202726
4,6,188.210865
6,14,188.224799
54,28,188.255977
-16,20,188.27776
-6,5,188.285294
0,4,188.288227
-30,10,188.299226
40,42,188.346817
-31,3,188.349049
11,18,188.372953
-6,1,188.373929
2,14,188.393909
24,39,188.44619
2,15,188.462072
-8,2,188.463562
64,47,188.51636
-26,8,188.525919
22,18,188.54634
27,27,188.573279
10,9,188.583563
-5,28,188.614883
-6,1,188.615666
-5,4,188.622407
-2,9,188.62886
6,5,188.636363
5,14,188.650167
6,8,188.659969
65,39,188.70324
-5,2,188.704852
26,17,188.72566
-6,1,188.726453
-5,1,188.72722
2,12,188.740335
7,10,188.751395
-3,3,188.757529
-25,12,188.769882
-32,2,188.771366
-6,3,188.773571
-3,3,188.779616
-6,1,188.780462
-7,2,188.781925
-3,8,188.791487
80,48,188.847684
41,42,188.896291
-3,3,188.898558
22,12,188.911021
2,6,188.920132
218,42,188.969907
20,22,188.995174
-4,2,188.996762
-34,9,189.007289
15,16,189.027699
-6,2,189.02933
34,33,189.065653
-38,15,189.086318
0,5,189.090586
3,5,189.09864
-37,6,189.107018
-4,3,189.109616
-29,16,189.125834
3,12,189.142348
-37,4,189.145344
-5,10,189.156478
1,5,189.163983
11,13,189.177996
-1,12,189.191305
18,19,189.212906
94,32,189.247186
-2,5,189.25548
-27,5,189.259283
1,12,189.271977
0,7,189.281693
1,6,189.290963
10,8,189.297119
-4,3,189.303485
-1,5,189.307171
-5,2,189.308714
-35,5,189.316284
10,13,189.329395
-5,2,189.330885
13,10,189.34185
-34,1,189.346417
12,22,189.370643
63,13,189.384108
-2,5,189.391651
46,34,189.429243
11,15,189.443994
1,7,189.452894
-34,4,189.459616
70,52,189.520827
5,6,189.528183
-5,1,189.530076
-52,7,189.546571
0,6,189.560837
3,2,189.563628
5,12,189.582915
-26,12,189.601411
8,17,189.630561
-5,1,189.632163
7,16,189.661597
-5,3,189.665754
-1,5,189.677641
22,28,189.721742
18,21,189.755427
32,28,189.792817
-1,5,189.801416
5,11,189.81509
10,10,189.827337
-52,7,191.385864
59,32,191.437557
14,9,191.453501
0,7,191.46088
-4,7,191.473644
-39,1,191.474723
-2,6,191.485372
-31,3,191.488476
13,18,191.517797
-1,6,191.524652
-5,1,191.53039
46,12,191.544346
12,8,191.554358
-56,7,191.55972
-8,3,191.565942
-24,8,191.571683
1,7,191.580672
10,8,191.590381
4,11,191.602174
13,15,191.616677
2,4,191.623462
0,9,191.633719
-3,2,191.635189
-21,11,191.646699
77,48,191.717421
-4,5,191.725504
42,47,191.801363
-7,2,191.803083
80,13,191.828076
2,5,191.832624
-1,9,191.848297
23,18,191.877535
-3,1,191.878501
-3,3,191.881349
64,12,191.900468
6,8,191.91174
-22,8,191.922004
-36,2,191.923489
-5,2,191.925002
-1,11,191.937561
10,24,191.96884
-5,4,191.97173
-5,4,191.978448
-4,5,191.982009
2,13,191.995266
-5,1,192.000091
1,3,192.002337
-6,1,192.003098
12,6,192.011259
8,5,192.015529
-5,1,192.016368
-5,4,192.023118
-18,19,192.040311
39,8,192.049799
84,25,192.07888
19,26,192.105102
59,5,192.112514
25,21,192.141371
40,25,192.181482
-2,5,192.193015
-3,9,192.208523
10,10,192.22566
4,12,192.244582
-2,2,192.246758
-8,8,192.260591
-5,2,192.262429
32,32,192.314585
-32,6,192.325318
-7,5,192.336894
-36,4,192.341957
22,17,192.367298
-2,2,192.368958
-23,12,192.382109
-24,9,192.392652
32,17,192.412772
-21,22,192.436155
19,24,192.460545
15,8,192.470029
15,7,192.478806
-33,2,192.480291
-6,1,192.481049
64,6,192.489106
-34,1,192.489887
-2,8,192.499307
40,41,192.54348
-15,42,192.588027
-5,1,192.588843
-1,5,192.59237
2,13,192.609259
21,20,192.630997
-3,1,192.631787
74,18,192.651981
10,11,192.663667
-28,8,192.673454
-3,4,192.676389
-3,3,192.678523
-2,8,192.688125
-32,3,192.690279
7,7,192.699205
30,19,192.721965
3,14,192.739795
0,4,192.746829
-26,29,192.779119
-30,5,192.782785
-34,1,192.783545
0,2,192.785027
33,26,192.815007
-35,2,192.816518
77,18,192.837121
79,19,192.85834
-2,2,192.859849
-5,2,192.861287
-3,1,192.862088
10,22,192.889233
77,51,192.944594
-6,2,192.946065
10,15,192.960502
3,7,192.969485
9,14,192.987199
48,48,193.037512
1,9,193.047891
-41,2,193.049361
-5,1,193.053962
-3,3,193.056194
4,14,193.070479
0,4,193.077499
13,10,193.088552
-23,11,193.100181
3,8,193.109827
6,9,193.116345
-3,3,193.122379
6,14,193.136095
2,4,193.142782
6,10,193.153759
45,15,193.168204
-33,2,193.169669
8,14,193.187235
69,25,193.212832
-3,1,193.213609
-2,11,193.225204
-1,10,193.236127
20,23,193.263794
0,5,193.267313
-61,3,193.269496
-39,1,193.274127
2,7,193.27922
-4,13,193.29615
-38,5,193.299716
81,17,193.319357
19,16,193.334464
79,31,193.367705
1,13,193.384828
1,9,193.395128
2,15,193.409601
0,11,193.421316
-37,4,193.428191
-22,35,193.464502
6,5,193.471935
0,7,193.476937
-23,10,193.487935
1,3,193.493957
2,7,193.498881
-5,5,193.506302
-5,1,193.507145
0,8,193.516681
-39,1,193.517454
22,30,193.550082
-2,4,193.552939
-5,1,193.553695
0,25,193.582723
8,10,193.59368
11,20,193.615555
-4,3,193.617841
1,6,193.625991
39,38,193.667994
6,8,193.673649
23,27,193.704717
2,9,193.71507
2,9,193.726378
20,15,193.741338
-6,1,193.74212
5,4,193.748907
23,19,193.770086
-5,1,193.770865
-4,2,193.772352
-24,11,193.784019
-6,1,193.784834
10,6,193.793067
-534,1,193.793845
-5,2,193.795293
21,15,193.813984
14,20,193.838706
-1,7,193.844146
5,4,193.851953
59,25,195.006863
-33,3,195.013272
-3,5,195.016992
-5,2,195.018482
2,8,195.028095
-1,3,195.030287
10,8,195.040165
-2,4,195.046884
18,24,195.071835
7,6,195.079987
30,29,195.109201
-3,4,195.116181
-2,12,195.128723
-6,4,195.131574
4,16,195.150885
3,24,195.175582
9,17,195.19541
15,9,195.205589
60,44,195.252023
140,36,195.292722
3,5,195.300098
-2,5,195.303693
-8,3,195.305902
-5,1,195.306736
-1,9,195.317125
19,16,195.336301
-5,1,195.337083
-4,2,195.338563
8,26,195.368457
8,12,195.380769
-2,4,195.383648
16,41,195.432315
-29,5,195.435991
-3,3,195.438196
0,2,195.443527
38,51,195.49861
8,5,195.50223
111,45,195.552904
0,5,195.556521
-2,11,195.568327
-3,8,195.577899
-2,5,195.585334
-1,9,195.591687
11,10,195.602709
-2,4,195.609536
6,14,195.623282
2,17,195.64302
-5,4,195.646044
-5,4,195.652781
1,4,195.655662
-4,2,195.657116
-3,2,195.662406
-2,2,195.663996
-31,9,195.674194
-3,1,195.674968
-39,1,195.675718
-32,3,195.677889
1,8,195.687339
-39,1,195.688122
-61,3,195.690274
3,11,195.701825
2,13,195.718705
41,13,195.733297
-2,10,195.74449
10,12,195.756914
-4,3,195.762915
-6,1,195.763717
-2,2,195.765214
2,4,195.76803
2,13,195.784871
2,7,195.789883
-4,5,195.797269
-4,3,195.799412
-32,6,195.807517
-532,3,195.809698
4,8,195.81936
-5,2,195.820873
-516,17,195.840781
-5,1,195.841604
9,16,195.856679
2,2,195.862012
-4,2,195.863512
-30,11,195.875215
-1,5,195.879355
-1,3,195.886701
20,13,195.901421
0,16,195.920703
5,18,195.937443
-1,4,195.944393
0,8,195.953865
-3,3,195.956096
-6,1,195.956862
3,3,195.958993
16,20,195.980798
-31,3,195.986908
9,14,196.001923
-2,4,196.00484
-1,13,196.021891
-6,3,196.025098
-2,5,196.030179
7,18,196.051366
-4,12,196.063783
46,35,196.10428
-3,2,196.105746
7,5,196.113185
1,5,196.116803
0,7,196.125612
32,6,196.129912
-3,1,196.134494
-35,9,196.141114
3,8,196.150707
-4,11,196.162437
7,10,196.173307
-9,8,196.182806
-12,36,196.223839
-35,3,196.225992
12,19,196.247504
40,37,196.289029
23,32,196.323109
-3,4,196.325951
9,12,196.338258
-6,3,196.344369
-5,2,196.34584
15,15,196.360231
57,6,196.368419
0,38,196.410657
-1,9,196.420982
0,3,196.423147
-6,3,196.425323
0,4,196.432078
9,12,196.444422
83,23,196.46835
-3,2,196.469856
-33,5,196.477262
-33,2,196.478733
-1,5,196.486143
1,7,196.491165
-1,7,196.500047
-5,3,196.502188
-6,3,196.508222
-3,1,196.509001
11,17,196.524864
-3,1,196.529503
-15,20,196.551299
41,40,196.595104
7,11,196.606829
15,13,196.620012
-53,4,196.622845
-8,5,196.630324
-7,4,196.633196
6,10,196.644174
13,18,196.664708
-2,9,196.675117
25,30,196.707877
-9,3,196.710026
-34,1,196.710775
-18,10,196.722709
5,16,196.742369
-2,2,196.743963
0,10,196.755061
-5,5,196.762563
44,38,196.800934
-5,2,196.806309
10,21,196.829336
0,3,196.831493
13,19,196.852781
-34,1,196.853597
54,36,196.894439
-1,5,196.898032
-1,6,196.906181
33,7,196.911155
-33,2,196.916731
-6,1,196.917511
17,14,196.931347
17,27,196.962029
-6,5,196.965603
-27,3,196.973489
-8,3,196.975692
-9,6,196.983868
-1,13,196.998659
4,10,197.009858
1,7,197.019036
-8,4,197.021989
-4,6,197.030203
-34,1,197.031005
0,3,197.033211
-2,3,197.035346
2,14,197.053761
-39,1,197.054597
-21,18,197.075089
58,5,197.078694
12,13,197.091936
-4,6,197.100565
21,12,197.112975
15,14,197.130667
16,17,197.146518
-6,1,197.147334
-3,1,197.14813
72,10,197.15906
8,11,197.174838
-2,2,197.176361
35,33,197.211103
2,4,197.213994
-2,3,197.220114
1,12,197.232428
4,9,197.242693
-6,1,197.243469
5,10,197.254578
35,46,198.425662
4,11,198.437776
27,19,198.45904
-4,7,198.464092
10,6,198.472287
6,6,198.476584
2,5,198.484048
-6,8,198.493581
-6,3,198.495741
3,7,198.504578
8,10,198.515524
7,4,198.518537
-7,3,198.520716
-5,1,198.525413
3,11,198.53717
-26,13,198.55029
48,10,198.561389
-4,3,198.563545
12,15,198.581818
-26,9,198.592044
-6,1,198.59283
5,9,198.60315
-4,2,198.60466
-22,15,198.619079
-1,2,198.624807
-1,4,198.627688
16,18,198.648549
4,11,198.660465
-32,2,198.661975
-1,38,198.704726
42,36,198.743221
1,15,198.761663
9,12,198.774179
-1,5,198.781686
19,16,198.796847
18,18,198.81726
-7,2,198.818734
1,4,198.825754
-29,15,198.840182
0,8,198.849708
-3,3,198.851944
13,20,198.873953
-5,1,198.874731
19,28,198.914221
-4,2,198.917008
-7,2,198.925122
5,15,198.947469
-4,2,198.950689
12,19,198.982536
6,6,198.994851
3,7,199.001951
-3,5,199.013065
-7,2,199.015663
-24,6,199.027537
81,35,199.082364
13,16,199.111086
7,10,199.128816
-5,3,199.132805
-10,18,199.163097
-25,8,199.177444
-6,1,199.178404
-2,2,199.180492
-5,4,199.184906
-6,3,199.19335
-2,9,199.208121
-6,1,199.210031
-3,4,199.213624
-3,5,199.225078
67,12,199.243101
-5,1,199.244649
6,7,199.256191
-33,2,199.258985
9,26,199.29744
-1,6,199.30761
-6,1,199.308589
7,15,199.32792
-6,1,199.328707
-3,3,199.330836
0,12,199.343351
-37,3,199.349511
0,6,199.353867
-33,10,199.366924
66,23,199.391332
-6,1,199.396126
-23,9,199.402587
-27,7,199.413035
18,14,199.440178
0,5,199.444741
-5,1,199.445908
-6,1,199.447417
-2,6,199.459707
-5,2,199.461792
-58,2,199.463569
-28,13,199.481819
4,10,199.493081
9,15,199.507993
-2,5,199.515511
7,11,199.52754
-4,3,199.529751
-6,1,199.530549
20,23,199.554799
7,10,199.566011
64,25,199.595737
-39,1,199.596572
2,7,199.606686
-16,17,199.623276
2,4,199.630918
29,23,199.655621
7,12,199.668376
1,14,199.686379
-6,1,199.687176
170,42,199.736981
39,36,199.779223
-4,5,199.782972
-6,1,199.783772
-5,4,199.79071
41,12,199.803416
6,7,199.80849
0,9,199.818918
15,13,199.836414
-4,3,199.838606
49,26,199.869281
-3,3,199.871571
153,37,199.913891
-34,1,199.914708
-4,2,199.916226
-6,4,199.919091
-5,1,199.919894
5,10,199.931066
-30,8,199.941239
15,12,199.953846
13,12,199.970437
21,23,199.99527
-8,4,199.998224
-6,2,199.999921
-3,1,200.004679
-6,7,200.00969
55,15,200.028397
89,42,200.075396
-28,9,200.08598
-24,8,200.095876
-6,1,200.09667
-5,2,200.098171
28,31,200.132215
-6,1,200.133003
6,11,200.144798
2,3,200.150881
-4,3,200.153177
53,69,200.2305
-2,2,200.232101
63,14,200.246038
-3,1,200.246825
3,5,200.254426
-2,5,200.258056
6,9,200.268711
-7,2,200.274235
1,12,200.286757
-35,3,200.288981
-1,5,200.296702
1,12,200.309219
10,9,200.319546
-6,8,200.325289
-3,5,200.332901
-5,1,200.333691
-1,3,200.33594
59,7,200.344911
-5,1,200.345696
36,11,200.357457
3,3,200.363577
-4,2,200.365151
1,5,200.368762
-4,2,200.37027
-32,7,200.379359
4,6,200.387809
26,27,200.414876
2,9,200.425267
19,13,200.442602
-6,6,200.446911
-5,1,200.447681
-6,8,200.457414
-2,8,200.46782
1,5,200.472043
-1,3,200.478576
-2,2,200.480218
6,10,200.49136
-5,7,200.500505
1,8,200.506278
7,8,200.516062
-5,1,200.51685
-9,9,200.527297
-4,2,200.528903
2,10,200.540054
13,11,200.555978
9,14,200.569995
0,6,200.578294
-31,4,200.581265
11,17,200.601259
-4,5,200.604846
-36,9,200.615157
0,8,200.624862
6,9,200.635439
11,26,200.661847
65,15,200.680572
6,10,200.691794
11,30,200.726407
16,22,200.750442
18,18,200.771239
35,43,200.817909
12,17,202.003151
-62,5,202.007105
0,7,202.016626
-30,8,202.026478
4,8,202.036374
-5,1,202.03716
-5,1,202.037923
-2,8,202.047631
-8,2,202.049185
-17,9,202.059591
-1,2,202.061116
5,12,202.073788
6,6,202.082138
59,12,202.094836
14,15,202.109488
-4,2,202.114935
-5,1,202.115722
-6,1,202.116501
10,8,202.126183
-55,11,202.138213
-3,5,202.141827
-3,4,202.148732
14,19,202.170369
-2,4,202.173364
3,10,202.184603
10,13,202.197873
-34,1,202.198664
0,5,202.206283
2,13,202.219642
105,49,202.274553
2,6,202.2828
-2,10,202.29385
13,19,202.315204
18,15,202.329986
-23,8,202.339761
5,10,202.350846
-21,8,202.360523
59,9,202.370891
-32,4,202.373901
-7,4,202.376801
-19,15,202.39537
-1,6,202.399706
-7,2,202.405226
32,30,202.438501
0,4,202.441438
2,7,202.450427
25,19,202.471865
5,11,202.48368
-1,4,202.486593
-29,8,202.496375
-6,3,202.498575
12,19,202.520031
-6,1,202.52086
-4,4,202.527675
-2,11,202.539572
6,14,202.553523
-4,5,202.56114
-2,4,202.564043
-5,4,202.566904
4,9,202.577465
-6,7,202.586448
7,3,202.588651
-36,6,202.596911
3,7,202.606149
-5,1,202.606939
-38,13,202.620276
3,8,202.630096
-5,2,202.631581
1,7,202.640772
-1,6,202.645102
-2,3,202.651363
6,8,202.6572
-3,8,202.666984
4,14,202.684965
-3,3,202.68715
12,15,202.70169
41,34,202.743597
37,17,202.763726
80,11,202.775532
-6,1,202.776399
-3,1,202.777168
-9,17,202.797101
6,16,202.812735
-35,2,202.814227
23,27,202.845963
50,26,202.87884
-3,1,202.880075
-3,1,202.881205
15,23,202.907562
11,24,202.937253
7,11,202.949251
10,17,202.96533
65,20,202.987463
0,5,202.995442
-31,6,202.99982
-2,6,203.008141
-3,5,203.015656
17,31,203.04973
14,22,203.07343
19,18,203.094518
-5,1,203.095312
-36,2,203.09686
-5,1,203.097627
-2,3,203.099857
4,6,203.108229
-5,1,203.109018
5,14,203.123033
14,11,203.138969
17,14,203.153055
4,5,203.156695
3,8,203.166425
6,6,203.174762
44,47,203.227991
-1,5,203.231617
-37,3,203.233793
5,8,203.243539
-3,8,203.253417
1,4,203.256352
10,19,203.27771
5,12,203.290185
-25,19,203.311646
-17,20,203.333983
0,5,203.341657
-31,2,203.343163
-25,4,203.346036
4,15,203.36474
-36,3,203.36696
-36,6,203.375269
-5,1,203.376065
-23,12,203.388715
-33,2,203.390211
5,23,203.418695
-6,13,203.432036
-6,2,203.433522
2,4,203.440453
9,16,203.455944
-3,3,203.458158
1,8,203.467839
7,16,203.487147
-3,1,203.487993
-36,8,203.497677
-39,1,203.498465
-1,2,203.49998
4,6,203.508366
3,4,203.511248
2,6,203.519563
-1,4,203.5225
-4,2,203.523977
-2,4,203.530854
-8,11,203.542744
-14,18,203.563512
-5,2,203.565093
62,6,203.569437
6,10,203.580587
58,4,203.587597
-3,7,203.592668
10,15,203.611279
13,15,203.626164
-4,2,203.631718
-32,3,203.633949
-3,3,203.636227
22,17,203.65666
20,26,203.687332
-35,2,203.688947
16,15,203.703606
50,24,203.734036
-29,5,203.737825
5,10,203.748978
4,11,203.761034
-36,15,203.779909
-34,5,203.783531
17,24,203.812808
2,5,203.816432
-4,3,203.818595
-35,2,203.824303
-518,19,203.845982
-10,4,203.84895
-31,2,203.850441
-3,3,203.852614
-6,1,203.857407
-31,3,203.859674
13,14,203.873688
-37,3,203.879984
21,15,203.894781
-1,7,203.903984
2,8,203.913727
1,3,203.91602
-3,10,203.927178
-6,1,203.928016
4,11,203.94003
7,8,203.949763
-2,7,203.958787
-30,7,203.963886
2,7,203.972894
37,31,204.007017
24,27,204.04682
-5,4,204.05102
-35,3,204.053556
21,27,204.086639
-4,3,204.088959
23,18,204.11009
34,23,204.138926
78,33,204.174723
18,28,204.206891
66,11,204.218788
5,6,204.22311
4,20,204.245421
24,20,204.26774
-5,1,204.268608
16,38,205.471075
22,28,205.503026
45,30,205.536546
0,10,205.547707
4,9,205.558136
11,25,205.583608
-2,4,205.590462
-520,10,205.601613
-57,5,205.605246
12,7,205.614189
-4,4,205.617196
36,42,205.666356
-6,1,205.667159
-3,13,205.680257
15,13,205.693362
30,34,205.734635
12,13,205.748104
1,6,205.756401
-1,2,205.757889
3,10,205.768918
37,25,205.794427
-4,3,205.800539
-2,2,205.802025
8,8,205.811617
-5,1,205.812455
-50,9,205.822827
-6,39,205.866056
-30,3,205.868443
-2,5,205.872038
22,22,205.899194
-30,5,205.902897
7,8,205.912782
-28,10,205.923975
-6,1,205.924768
73,34,205.96088
-1,3,205.966964
-4,2,205.968498
20,19,205.989603
28,32,206.024008
-3,3,206.026186
-2,4,206.034624
48,23,206.06074
-7,4,206.063697
0,6,206.072117
2,11,206.083976
65,30,206.11711
66,9,206.127486
-23,15,206.142318
-5,2,206.14776
-34,1,206.148551
14,18,206.170054
-3,1,206.170876
-5,2,206.172434
6,14,206.18667
-1,7,206.196981
-27,5,206.200701
-17,14,206.218736
-3,1,206.219522
-2,2,206.221032
7,5,206.228513
8,8,206.234211
33,16,206.256015
-45,10,206.267371
-3,1,206.268203
-1,9,206.27897
0,4,206.28191
5,9,206.292528
10,12,206.308966
-7,6,206.313332
30,20,206.336889
14,16,206.356524
0,2,206.358051
-36,2,206.35953
-11,17,206.383351
-35,3,206.385969
10,15,206.404771
-4,3,206.406973
159,42,206.455873
-5,20,206.481973
94,26,206.513921
53,25,206.540784
83,23,206.57005
-3,4,206.573059
-36,2,206.574521
48,43,206.620595
0,4,206.62734
-27,17,206.647419
-5,1,206.648252
6,9,206.658558
11,15,206.673183
3,5,206.680744
-5,1,206.681555
-6,1,206.682325
-15,25,206.707795
65,33,206.748627
4,6,206.753059
-2,9,206.763474
13,15,206.784929
-22,13,206.800404
-5,1,206.801352
-2,8,206.812576
1,8,206.823932
-24,8,206.830282
1,11,206.844386
13,23,206.878483
-1,13,206.894416
7,12,206.909122
0,7,206.919929
104,30,206.960049
-5,2,206.961628
26,34,207.014707
-4,3,207.017253
-8,2,207.019313
-28,6,207.029127
-61,5,207.033017
89,42,207.09097
-3,3,207.098311
3,12,207.113266
-28,5,207.116998
-3,4,207.125447
2,3,207.128194
23,20,207.154145
-4,7,207.164769
13,16,207.183229
2,9,207.197701
-6,3,207.206099
-4,2,207.208272
-6,1,207.209116
-3,2,207.210671
18,16,207.233737
-5,9,207.246599
24,22,207.272906
-34,1,207.273727
2,2,207.275194
-6,1,207.276008
0,4,207.282839
-3,4,207.285796
4,9,207.296172
-7,2,207.297663
-58,12,207.310233
54,15,207.328876
-33,3,207.331069
1,6,207.339317
-41,5,207.343006
108,41,207.388007
66,10,207.39993
11,22,207.426522
-4,3,207.435047
5,14,207.455209
-1,4,207.463124
-22,12,207.476556
1,9,207.487041
-2,2,207.48861
79,19,207.510063
-4,9,207.520505
-2,6,207.525005
19,13,207.544082
4,8,207.550045
-1,5,207.558008
-6,1,207.558797
7,10,207.570031
3,6,207.578305
-41,2,207.579872
-34,2,207.581342
15,15,207.598625
4,9,207.609809
5,11,207.621871
-1,5,207.629457
8,7,207.638433
-36,4,207.641398
-1,2,207.642912
-2,4,207.64972
74,25,207.675307
1,3,207.677571
-4,5,207.68508
-7,22,207.711106
66,9,207.724057
-19,10,207.745862
5,15,207.785896
13,16,207.819368
1,8,207.838521
3,9,207.862775
